"mintemp","maxtemp","avgtemp","sdtemp","Site"
27.468,29.252,28.2530292397661,0.299020747351236,"Cannery"
27.37,30.659,28.7136392857143,0.78728100799389,"Faga'alu"
28.258,30.457,28.7092610619469,0.503577793162068,"Faga'tele"
28.159,30.659,29.0296200980392,0.625461508458462,"Vatia"
